,title,text,label
771,"Executive order requires travelers from New York, New Jersey, Connecticut to self-quarantine; Florida Attorney General Ashley Moody weighs in","Executive order requires travelers from New York, New Jersey, Connecticut to self-quarantine; Florida Attorney General Ashley Moody weighs in",TRUE
773,"A global ""internet pressure"" map reveals that the coronavirus pandemic is putting a strain on the internet as tens of millions of people log on while under mandatory work-from-home orders","A global ""internet pressure"" map reveals that the coronavirus pandemic is putting a strain on the internet as tens of millions of people log on while under mandatory work-from-home orders",TRUE
774,A video has been viewed hundreds of times in multiple social media posts alongside a claim it shows Chinese Muslims performing a communal Friday prayer in a mosque despite the novel coronavirus pandemic,A video has been viewed hundreds of times in multiple social media posts alongside a claim it shows Chinese Muslims performing a communal Friday prayer in a mosque despite the novel coronavirus pandemic,FAKE
777,Anna Wintour revealed that the Met Gala has been postponed due to the coronavirus outbreak in a statement on Vogue's website on Monday,Anna Wintour revealed that the Met Gala has been postponed due to the coronavirus outbreak in a statement on Vogue's website on Monday,TRUE
779,"A Catholic priest in Italy is being called a ""Martyr of Charity"" for refusing a respirator so a younger patient could use it to ward off the coronavirus","A Catholic priest in Italy is being called a ""Martyr of Charity"" for refusing a respirator so a younger patient could use it to ward off the coronavirus",TRUE
781,Debi Mazar is opening up about her symptoms three days after announcing she tested positive for the coronavirus. She says she feared she 'wouldn't survive' due to years of smoking,Debi Mazar is opening up about her symptoms three days after announcing she tested positive for the coronavirus. She says she feared she 'wouldn't survive' due to years of smoking,TRUE
783,Dennis Quaid has postponed his upcoming wedding to fiancée Laura Savoie due to the coronavirus outbreak,Dennis Quaid has postponed his upcoming wedding to fiancée Laura Savoie due to the coronavirus outbreak,TRUE
786,A video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in Italy right now,A video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in Italy right now,FAKE
791,A Whatsapp message offering food for families that the Spanish charity Caritás will donate,A Whatsapp message offering food for families that the Spanish charity Caritás will donate,FAKE
796,Coronavirus postpones Rock and Roll Hall of Fame induction ceremony to November,Coronavirus postpones Rock and Roll Hall of Fame induction ceremony to November,TRUE
797,Chicago Cubs first baseman Anthony Rizzo is giving back to healthcare workers unable to stay home in the wake of the coronavirus pandemic by providing hot meals to doctors and nurses through his foundation,Chicago Cubs first baseman Anthony Rizzo is giving back to healthcare workers unable to stay home in the wake of the coronavirus pandemic by providing hot meals to doctors and nurses through his foundation,TRUE
798,"Coronavirus sends India into lockdown as trains halted, Modi says 'please save yourself'","Coronavirus sends India into lockdown as trains halted, Modi says 'please save yourself'",TRUE
799,"5,000 kilos of masks have not been delivered in Zaragoza because customs closes at 3:00 p.m","5,000 kilos of masks have not been delivered in Zaragoza because customs closes at 3:00 p.m",FAKE
804,"Iran’s theocratic rulers have temporarily released some 85,000 prisoners, including political prisoners, in an effort to prevent the spread of the Middle East’s worst coronavirus outbreak, but have refused to free many Iranian Christians jailed for practicing their faith","Iran’s theocratic rulers have temporarily released some 85,000 prisoners, including political prisoners, in an effort to prevent the spread of the Middle East’s worst coronavirus outbreak, but have refused to free many Iranian Christians jailed for practicing their faith",TRUE
806,A sheriff in California is ordering all gun stores in his county to be closed after deeming them non-essential businesses,A sheriff in California is ordering all gun stores in his county to be closed after deeming them non-essential businesses,TRUE
809,"American family stranded in Peru, quarantined in place after coronavirus closes border","American family stranded in Peru, quarantined in place after coronavirus closes border",TRUE
810,"Chinese authorities said they will end a two-month lockdown of most of coronavirus-hit Hubei province at midnight, as domestic cases of the virus continue to subside","Chinese authorities said they will end a two-month lockdown of most of coronavirus-hit Hubei province at midnight, as domestic cases of the virus continue to subside",TRUE
